ec5_uuid,ec5_parent_uuid,created_at,uploaded_at,title,8_Species,9_Is_it_a_juvenile,10_Foraging_type,11_Substrate,12_where,13_if_dead_decay_cla,14_tree_species,15_tree_size_class,16_time_spent_sec,17_distance_m,18_bearing,lat_19_location,long_19_location,accuracy_19_location,UTM_Northing_19_location,UTM_Easting_19_location,UTM_Zone_19_location,20_If_not_foraging,21_sex,22_height_ratio,23_comments,24_time_of_obs
7dda0e79-18f9-4f62-931c-88b09a82b702,ed638351-3ea8-4eab-9a12-eecc09f8a14d,2025-06-17T11:37:02.000Z,2025-06-17T20:56:17.000Z,RCWO,RCWO,,flaking,alive,"upper bole (above first secondary limb)","1 live tree",Pipa,41-50cm,149,56,158,30.868599,-84.009023,5,3418871,785989,16R,Foraging,unknown,70,,07:35
b7065fd7-eb7d-4f12-a3d9-724727212d84,5cb90cd9-108f-4f01-a306-66d9328e195d,2025-06-16T13:50:00.000Z,2025-06-16T16:18:31.000Z,RHWO,RHWO,,Hawking,dead,"secondary limb","1 live tree",Pipa,41-50cm,131,31,195,30.868058,-84.00761,5,3418815,786126,16R,Foraging,unknown,60,"3 foraging bouts",09:48
2339675b-ee15-4166-80f5-5d575a0ecffc,b65b9bc0-e7cf-4465-bf98-fc4d852139d7,2025-06-15T20:16:01.000Z,2025-06-15T20:26:46.000Z,RBWO,RBWO,,gleaning/searching,alive,"secondary limb","1 live tree",Pita,41-50cm,164,71,20,30.656829,-84.205026,3,3394903,767827,16R,Foraging,male,85,,16:15
8a8c8215-fe46-400d-87de-da670d8557fb,b65b9bc0-e7cf-4465-bf98-fc4d852139d7,2025-06-15T20:12:22.000Z,2025-06-15T20:26:44.000Z,RHWO,RHWO,,"Other (includes not foraging)",dead,"upper bole (above first secondary limb)","5 loss most of secondary limbs",Pinus,41-50cm,30,43,350,30.656833,-84.20504,3,3394903,767825,16R,"Fighting different species (specify in comments)",unknown,90,"Defending snag fromfemale rbwo. Rhwo winning",16:11
73dfb476-675b-47a7-8bb7-a4784eb543b9,3b33eb73-cbb4-42c1-b234-888e8d7b9955,2025-06-15T16:14:07.000Z,2025-06-15T18:46:48.000Z,RHWO,RHWO,,Hawking,dead,"secondary limb","1 live tree",Piec,61-70cm,9,8,12,30.673722,-84.219122,4,3396743,766429,16R,Foraging,unknown,50,,12:13
4a75a2ba-7144-44ed-b1b9-c4fcfedc8fbe,ad4abfcd-cd0c-461f-b4bb-9c9a608166d3,2025-06-15T14:53:33.000Z,2025-06-15T18:46:44.000Z,HAWO,HAWO,,gleaning/searching,dead,"secondary limb","1 live tree",Piec,41-50cm,102,33.5,273,30.674336,-84.233755,6,3396776,765025,16R,Foraging,female,85,,10:52
7b35ff6c-e0ec-4e2e-8f25-25a925ff2857,ad4abfcd-cd0c-461f-b4bb-9c9a608166d3,2025-06-15T14:35:06.000Z,2025-06-15T18:46:42.000Z,RBWO,RBWO,,gleaning/searching,alive,"upper bole (above first secondary limb)","1 live tree",Piec,41-50cm,174,44.9,359,30.674254,-84.233845,4,3396767,765017,16R,Foraging,female,85,"Copulated on this tree before she foraged",10:34
96d13e86-0052-4ed4-a4ff-afc091853d69,ad4abfcd-cd0c-461f-b4bb-9c9a608166d3,2025-06-15T14:09:48.000Z,2025-06-15T18:46:40.000Z,RHWO,RHWO,,Hawking,dead,"secondary limb","3 dead ﹤3yr, tertiary limbs decaying",Piec,61-70cm,5,41,25,30.674629,-84.235903,3,3396803,764818,16R,Foraging,unknown,95,,10:08
b8949706-661a-4f41-85e3-5722092410f9,64e81e21-4554-45b9-b199-4dc6342f440f,2025-06-15T13:20:50.000Z,2025-06-15T18:46:36.000Z,DOWO,DOWO,,"Other (includes not foraging)",alive,"secondary limb","1 live tree",Pita,61-70cm,10,22.8,310,30.664053,-84.248934,5,3395600,763598,16R,"Fighting same species",female,70,,09:20
8c5b6498-f72f-4276-9b3b-e4058ebe5e86,64e81e21-4554-45b9-b199-4dc6342f440f,2025-06-15T13:20:13.000Z,2025-06-15T18:46:34.000Z,DOWO,DOWO,,gleaning/searching,alive,"secondary limb","1 live tree",Pita,61-70cm,102,23,310,30.664059,-84.248926,6,3395601,763599,16R,Foraging,female,70,,09:19
985e8070-48cb-48eb-9a13-89264c52615e,64e81e21-4554-45b9-b199-4dc6342f440f,2025-06-15T12:44:48.000Z,2025-06-15T18:46:32.000Z,RHWO,RHWO,,gleaning/searching,alive,"upper bole (above first secondary limb)","1 live tree",Pita,51-60cm,25,62,343,30.661601,-84.247096,5,3395333,763781,16R,Foraging,unknown,60,"Slow, was looking at bole and tapping lightly. Seemed interested in the bark",08:43
d4db0c43-207f-4539-b887-03b8ec73ed84,64e81e21-4554-45b9-b199-4dc6342f440f,2025-06-15T12:35:33.000Z,2025-06-15T18:46:30.000Z,DOWO,DOWO,,gleaning/searching,alive,"secondary limb","1 live tree","Live oak",70+cm,23,29,321,30.660645,-84.248216,3,3395224,763676,16R,Foraging,male,90,"Foraged on tert limb after, was searching on secondary dead pine limb and bothered by summer tananger",08:34
5bc75355-32ca-4c3a-ad18-70715a69672e,64e81e21-4554-45b9-b199-4dc6342f440f,2025-06-15T12:34:25.000Z,2025-06-15T18:46:28.000Z,RCWO,RCWO,,flaking,alive,"upper bole (above first secondary limb)","1 live tree",Pita,61-70cm,553,60,250,30.660909,-84.247839,5,3395254,763712,16R,Foraging,unknown,50,Ub,08:27
a5a77d4e-aea2-4f32-98c1-47ac610f3e11,64e81e21-4554-45b9-b199-4dc6342f440f,2025-06-15T12:18:38.000Z,2025-06-15T18:46:26.000Z,RHWO,RHWO,,gleaning/searching,alive,"lower bole (below first secondary limb)","1 live tree",Piec,1-10cm,61,62,174,30.661166,-84.248104,6,3395282,763685,16R,Foraging,unknown,20,,08:17
f97c2254-e56a-41fa-a161-c0a7e80f7749,28c664ff-8754-4f88-9922-83d65b3d1192,2025-06-14T14:45:22.000Z,2025-06-14T15:07:06.000Z,RBWO,RBWO,,gleaning/searching,alive,"upper bole (above first secondary limb)","1 live tree",Pipa,31-40cm,54,22.5,90,30.65955,-84.206723,3,3395201,767657,16R,Foraging,female,40,,10:44
c877c851-0497-4894-a7ee-d5e7bd4e6081,28c664ff-8754-4f88-9922-83d65b3d1192,2025-06-14T14:44:29.000Z,2025-06-14T15:07:04.000Z,DOWO,DOWO,,gleaning/searching,alive,"tertiary limb","1 live tree",Pita,41-50cm,83,15,156,30.659488,-84.206825,3,3395194,767647,16R,Foraging,unknown,80,,10:43
fb0cae2e-f2ea-4174-8e4a-b2bfbd9f81ce,28c664ff-8754-4f88-9922-83d65b3d1192,2025-06-14T14:34:25.000Z,2025-06-14T15:07:02.000Z,RBWO,RBWO,,gleaning/searching,alive,"lower bole (below first secondary limb)","1 live tree",Pita,41-50cm,99,40.4,281,30.658919,-84.204361,3,3395136,767885,16R,Foraging,female,30,,10:33
e8a900d4-1d52-419f-ba62-c69a698d58b5,28c664ff-8754-4f88-9922-83d65b3d1192,2025-06-14T13:42:11.000Z,2025-06-14T15:07:00.000Z,DOWO,DOWO,,gleaning/searching,alive,"tertiary limb","1 live tree",Pita,41-50cm,157,14.4,343,30.659468,-84.206426,3,3395192,767685,16R,Foraging,female,80,"I think juv nearby",09:41
4780b465-b46a-464e-a06f-830b9f1af278,ddf4acd3-d0fc-4185-ad27-3f51a8ef752b,2025-06-13T14:10:08.000Z,2025-06-13T17:33:25.000Z,RCWO,RCWO,,flaking,alive,"upper bole (above first secondary limb)","1 live tree",Loblolly,51-60cm,375,14.4,168,30.66236,-84.217539,4,3395487,766612,16R,Foraging,unknown,60,"Starting at about 30% height and made its way up to 85%. Flaked, searched for 30 seconds, flaked some more",10:07
8c00b57d-8ef6-4b6c-91bc-4b0fc399c8fd,13326e6d-ab70-4c1d-af3a-68f679db3e6c,2025-06-12T14:40:08.000Z,2025-06-13T17:33:21.000Z,RHWO,RHWO,,drilling/probing,alive,"secondary limb","1 live tree",Pine,41-50cm,45,40.4,139,30.645516,-83.685168,3,3393392,242668,17R,Foraging,unknown,50,"Foraging on secondary limb for 45 seconds then climbed onto tertiary limb and foraged 30 more seconds before being vigilant and calling",10:38
5244d4dc-d87f-4259-be7c-564c1543930f,12c8b4c0-902b-4bb6-b546-0c85d7599ea8,2025-06-12T12:42:22.000Z,2025-06-13T17:33:17.000Z,RBWO,RBWO,,drilling/probing,alive,"secondary limb","1 live tree",Hardwood,51-60cm,54,24.2,240,30.62685,-83.688394,3,3391330,242309,17R,Foraging,female,65,,08:41
a3312368-df1a-4986-b39f-38d168c5f367,3c01081d-69bb-48a9-8ebb-9a3ff09bcb03,2025-06-13T13:46:21.000Z,2025-06-13T16:26:09.000Z,RHWO,RHWO,,Hawking,dead,"upper bole (above first secondary limb)","5 loss most of secondary limbs",Pinus,51-60cm,5,69,296,30.672639,-84.218199,3,3396625,766521,16R,Foraging,unknown,80,,09:44
6ea8a55c-cad4-4738-8608-280e049e34a9,8e2ef98f-4541-467e-8d5f-f8517ccc1102,2025-06-12T14:27:53.000Z,2025-06-12T18:26:09.000Z,DOWO,DOWO,,gleaning/searching,dead,"tertiary limb","1 live tree",Pipa,21-30cm,34,46,144,30.64135,-83.674878,3,3392906,243644,17R,Foraging,male,45,"With juv",10:26
883a05e2-3c2a-40f4-80c0-338c3a7b1c73,8e2ef98f-4541-467e-8d5f-f8517ccc1102,2025-06-12T15:38:35.000Z,2025-06-12T18:26:07.000Z,RHWO,RHWO,,gleaning/searching,alive,ground,"1 live tree",Pipa,21-30cm,3,129,216,30.64215,-83.673855,3,3392993,243744,17R,Foraging,unknown,0,"Foraged again 60sec later in same area then flew off",11:37
a32f7721-b7f2-4c69-841b-e09adfc2d9da,8e2ef98f-4541-467e-8d5f-f8517ccc1102,2025-06-12T14:04:32.000Z,2025-06-12T18:26:06.000Z,RBWO,RBWO,,gleaning/searching,dead,"secondary limb","3 dead ﹤3yr, tertiary limbs decaying","Live oak",21-30cm,34,53,282,30.641596,-83.67512,3,3392934,243621,17R,Foraging,female,95,,10:03
c5c0e21c-76b7-4358-82c4-46e13266f5a8,6910b6d4-3d3c-4f6f-8d70-7ce0fb16d344,2025-06-12T12:34:27.000Z,2025-06-12T18:26:02.000Z,RHWO,RHWO,,gleaning/searching,alive,ground,"1 live tree",Pipa,41-50cm,4,65,246,30.635285,-83.654637,5,3392188,245568,17R,Foraging,unknown,0,,08:33
21443f86-28d6-4b64-b405-7f12b3edea18,6910b6d4-3d3c-4f6f-8d70-7ce0fb16d344,2025-06-12T12:25:40.000Z,2025-06-12T18:26:00.000Z,DOWO,DOWO,,gleaning/searching,alive,"tertiary limb","1 live tree",Pipa,41-50cm,21,14.6,212,30.635422,-83.654518,4,3392203,245580,17R,Foraging,female,85,,08:24
2ce29c51-ea2d-4001-80e0-4525f9eb2ee2,a8fa0ce0-cc38-443b-a67c-862b588c6e00,2025-06-11T16:21:04.000Z,2025-06-11T17:52:22.000Z,RHWO,RHWO,,"Other (includes not foraging)",alive,"secondary limb","1 live tree",Pipa,41-50cm,15,10,20,30.76011,-84.013021,4,3406830,785928,16R,"Fighting different species (specify in comments)",unknown,80,"Chasing NOFL Male around crown of tree. Snag nearby. Rhwo won",12:19
e8a45292-235d-4380-8caa-455f5c5824ea,a8fa0ce0-cc38-443b-a67c-862b588c6e00,2025-06-11T16:25:35.000Z,2025-06-11T17:52:20.000Z,NOFL,NOFL,,gleaning/searching,dead,ground,"1 live tree",Na,1-10cm,175,27,330,30.76011,-84.013027,5,3406830,785928,16R,Foraging,male,0,"I spooked it to know of it was on the ground or not",12:24
9f7bac3e-b8c6-4004-a393-1f3ff39de2d8,a8fa0ce0-cc38-443b-a67c-862b588c6e00,2025-06-11T15:29:48.000Z,2025-06-11T17:52:17.000Z,RCWO,RCWO,,flaking,alive,"tertiary limb","1 live tree",Pipa,1-10cm,49,39,166,30.758722,-84.01604,5,3406668,785643,16R,Foraging,unknown,45,"UB ub",11:28
2ec33232-209a-4a58-89b7-4ba11c654234,a8fa0ce0-cc38-443b-a67c-862b588c6e00,2025-06-11T15:25:02.000Z,2025-06-11T17:52:15.000Z,RHWO,RHWO,,Hawking,alive,"lower bole (below first secondary limb)","1 live tree",Pipa,1-10cm,5,73,143,30.758884,-84.015969,6,3406687,785649,16R,Foraging,unknown,40,,11:24
6e11ca0d-7e35-42fe-8bd8-1d84b005dcae,a8fa0ce0-cc38-443b-a67c-862b588c6e00,2025-06-11T15:13:50.000Z,2025-06-11T17:52:14.000Z,PIWO,PIWO,,drilling/probing,dead,"upper bole (above first secondary limb)","1 live tree","Quercus nigra",31-40cm,699,29,16,30.758917,-84.016847,6,3406688,785565,16R,Foraging,male,90,"Water oak fell over but is alive. He is foraging on a dead bole above a live limb about 2ft off the ground.",11:04
0d14fa5e-72dd-4034-97b4-6446e3193060,b0a8b58b-d6d1-4c70-b03c-03c9af6b145a,2025-06-11T13:26:11.000Z,2025-06-11T17:52:09.000Z,RBWO,RBWO,,gleaning/searching,alive,"lower bole (below first secondary limb)","1 live tree",Pipa,41-50cm,51,91,337,30.770895,-84.017656,6,3408014,785452,16R,Foraging,male,20,,09:25
936a0291-e96e-4ae6-88cf-190ad56ec0ae,b0a8b58b-d6d1-4c70-b03c-03c9af6b145a,2025-06-11T13:18:54.000Z,2025-06-11T17:52:07.000Z,RBWO,RBWO,,gleaning/searching,alive,"secondary limb","1 live tree",Pipa,51-60cm,59,22.8,312,30.770083,-84.018742,3,3407921,785351,16R,Foraging,female,60,"With juv",09:17
3f491c21-4a72-4cc4-865a-a40056c170b8,b0a8b58b-d6d1-4c70-b03c-03c9af6b145a,2025-06-11T12:46:01.000Z,2025-06-11T17:52:04.000Z,RCWO,RCWO,,flaking,dead,"secondary limb","1 live tree",Pipa,41-50cm,18,50.8,320,30.769866,-84.017158,6,3407901,785503,16R,Foraging,unknown,65,,08:44
ef735a1d-47af-4700-adf8-7089c15fb003,b8c7cafc-651f-49b3-9087-fcfdbbd6e7a7,2025-06-11T11:37:57.000Z,2025-06-11T17:52:00.000Z,RCWO,RCWO,,"Other (includes not foraging)",alive,"upper bole (above first secondary limb)","1 live tree",Pipa,1-10cm,10,57,262,30.782364,-83.999707,4,3409331,212918,17R,"Fighting different species (specify in comments)",unknown,60,"Seemed to be bothering dowo on tree",07:37
c65aedfc-dbd7-48a6-84e7-1ad8db75b94c,b8c7cafc-651f-49b3-9087-fcfdbbd6e7a7,2025-06-11T11:37:16.000Z,2025-06-11T17:51:58.000Z,RCWO,RCWO,,flaking,alive,"upper bole (above first secondary limb)","1 live tree",Pipa,1-10cm,49,57,262,30.782345,-83.999687,5,3409328,212920,17R,Foraging,unknown,65,,07:36
95e24fa8-3bb7-4c57-8475-f8d96482343c,b8c7cafc-651f-49b3-9087-fcfdbbd6e7a7,2025-06-11T11:36:37.000Z,2025-06-11T17:51:56.000Z,DOWO,DOWO,,gleaning/searching,alive,"tertiary limb","1 live tree",Pipa,1-10cm,21,57,261,30.782348,-83.999709,4,3409329,212918,17R,Foraging,female,60,,07:35
e6f0a079-a189-41d5-b3fb-5983dffc8614,32424c4d-3b4a-4185-afc1-4b04f359556a,2025-06-11T16:34:44.000Z,2025-06-11T16:34:50.000Z,RHWO,RHWO,,gleaning/searching,alive,ground,"1 live tree",Loblolly,41-50cm,5,64.6,124,30.759126,-84.016686,4,3406712,785580,16R,Foraging,unknown,15,"Foraging on ground before flying to nearby tree and looking down at the ground",12:33
df94a9fa-193b-4db5-807e-10fabbe3083e,26ac6215-4552-4eab-9f3a-ea06f9f77633,2025-06-11T13:24:56.000Z,2025-06-11T16:23:05.000Z,RHWO,RHWO,,drilling/probing,alive,"secondary limb","1 live tree",Longleaf,41-50cm,88,51,164,30.75889,-83.999542,3,3406727,212864,17R,Foraging,unknown,90,,09:23
cadb2ae5-7690-4c66-9c92-54aa6d9b4ad6,26ac6215-4552-4eab-9f3a-ea06f9f77633,2025-06-11T13:21:44.000Z,2025-06-11T16:23:03.000Z,RCWO,RCWO,,gleaning/searching,dead,"secondary limb","1 live tree",Longleaf,51-60cm,24,24.4,198,30.758907,-83.999559,4,3406729,212863,17R,Foraging,unknown,80,,09:19
bfd1223c-922b-4490-a36e-8e5164f11786,32424c4d-3b4a-4185-afc1-4b04f359556a,2025-06-11T12:10:26.000Z,2025-06-11T16:22:59.000Z,RBWO,RBWO,,"Other (includes not foraging)",dead,"secondary limb","1 live tree",Longleaf,41-50cm,300,23.3,28,30.759183,-84.013118,4,3406727,785922,16R,Resting/Preening/Vigilance,male,70,"Preening and vigilance, calling frequently. RHWO started calling nearby and he started drumming",08:07
fa07b480-ee58-4c27-bf0e-a34623dec44f,e62624a8-360d-4a91-855d-80f631bf5f7d,2025-06-10T20:57:46.000Z,2025-06-10T23:35:45.000Z,RHWO,RHWO,,gleaning/searching,alive,ground,"1 live tree",Piel,41-50cm,7,84,101,30.635994,-83.655642,4,3392269,245474,17R,Foraging,unknown,10,,16:56
6f644551-cee9-427f-939b-620ddf7d79ae,e62624a8-360d-4a91-855d-80f631bf5f7d,2025-06-10T20:29:42.000Z,2025-06-10T23:35:44.000Z,RBWO,RBWO,,gleaning/searching,alive,"upper bole (above first secondary limb)","1 live tree",Pipa,41-50cm,56,29,145,30.635206,-83.653788,3,3392177,245649,17R,Foraging,female,60,,16:28
190d3603-d913-4447-9b89-6fafbba44a9c,e62624a8-360d-4a91-855d-80f631bf5f7d,2025-06-10T20:07:37.000Z,2025-06-10T23:35:42.000Z,RHWO,RHWO,,gleaning/searching,alive,"tertiary limb","1 live tree","Live oak",61-70cm,10,55,302,30.636051,-83.6553,4,3392274,245507,17R,Foraging,unknown,80,"Perched on tert, didnt see what it was doing but likely gleaned a bug",16:06
c7266eca-ccc3-453f-b996-284506250800,e62624a8-360d-4a91-855d-80f631bf5f7d,2025-06-10T20:02:00.000Z,2025-06-10T23:35:40.000Z,RHWO,RHWO,,"Other (includes not foraging)",alive,"secondary limb","1 live tree",Pita,51-60cm,5,47,15,30.635792,-83.655646,5,3392246,245473,17R,"Fighting different species (specify in comments)",unknown,80,"Chased RBWO male twice and won each time",16:00
43757e04-6440-433a-b83b-c99b773e47ad,e62624a8-360d-4a91-855d-80f631bf5f7d,2025-06-10T20:00:44.000Z,2025-06-10T23:35:38.000Z,RBWO,RBWO,,gleaning/searching,alive,"upper bole (above first secondary limb)","1 live tree",Pipa,41-50cm,154,12,107,30.635748,-83.65561,4,3392241,245476,17R,Foraging,male,50,,15:59
d3e05e80-f81d-4f32-b723-7aaae5ba6fcc,e62624a8-360d-4a91-855d-80f631bf5f7d,2025-06-10T19:06:22.000Z,2025-06-10T23:35:36.000Z,DOWO,DOWO,,gleaning/searching,dead,"secondary limb","1 live tree","Live oak",41-50cm,22,17,43,30.635117,-83.653544,5,3392167,245673,17R,Foraging,male,90,"Chased off by other dowo",15:05
74802854-674b-4bb3-af48-f09cc1fbe528,929e38a9-670e-4b0a-b533-533210ead9e0,2025-06-10T18:47:44.000Z,2025-06-10T23:35:31.000Z,RHWO,RHWO,,gleaning/searching,alive,ground,"1 live tree",Pipa,31-40cm,29,140,279,30.625053,-83.665683,3,3391078,244482,17R,Foraging,unknown,10,,14:47
c51ef2ce-28dc-443d-8ee1-68b2be419597,fe4f0786-e245-4d0d-9e14-c1931b9fda0e,2025-06-10T18:33:17.000Z,2025-06-10T23:35:27.000Z,RBWO,RBWO,,"Other (includes not foraging)",dead,"secondary limb","1 live tree",Pita,51-60cm,5,67,305,30.621657,-83.675899,3,3390725,243494,17R,"Fighting different species (specify in comments)",female,40,"Moved from branch by male red wing blackbird that chased it to another tree. RWBB won",14:32
3bca86b1-5287-4601-8302-728ca566b04f,fe4f0786-e245-4d0d-9e14-c1931b9fda0e,2025-06-10T18:32:17.000Z,2025-06-10T23:35:25.000Z,RBWO,RBWO,,gleaning/searching,dead,"secondary limb","1 live tree",Pita,51-60cm,54,67,305,30.621664,-83.675909,3,3390726,243493,17R,Foraging,female,40,"Male and juv came to limb when she got there",14:31
9f08bd1e-6b87-4b59-b493-8541e7f6c9f1,fe4f0786-e245-4d0d-9e14-c1931b9fda0e,2025-06-10T18:19:44.000Z,2025-06-10T23:35:23.000Z,RHWO,RHWO,,gleaning/searching,alive,ground,"1 live tree",Pipa,1-10cm,6,88,33,30.620319,-83.675558,3,3390576,243523,17R,Foraging,unknown,5,"Went to ground, grabbed something, flew over to dead tree to eat it after",14:18
77c4fa78-6b44-4aa1-8b90-a83633cd7a33,fe4f0786-e245-4d0d-9e14-c1931b9fda0e,2025-06-10T18:05:14.000Z,2025-06-10T23:35:21.000Z,RBWO,RBWO,,gleaning/searching,alive,"upper bole (above first secondary limb)","1 live tree",Piec,41-50cm,74,61,107,30.621109,-83.676816,3,3390666,243404,17R,Foraging,unknown,65,"Juv nearby",14:04
7e4bb871-569e-4155-971a-5a10415ce6f6,fe4f0786-e245-4d0d-9e14-c1931b9fda0e,2025-06-10T17:32:51.000Z,2025-06-10T23:35:19.000Z,RBWO,RBWO,,gleaning/searching,dead,"secondary limb","1 live tree",Pipa,51-60cm,26,66,91,30.622536,-83.677394,3,3390826,243353,17R,Foraging,male,70,"With juv nearby",13:31
33ba4175-9254-44a4-b509-4cafda256cfa,abedcb74-082f-47d7-b532-32777712a43e,2025-06-10T13:34:03.000Z,2025-06-10T23:35:15.000Z,DOWO,DOWO,,gleaning/searching,alive,"tertiary limb","1 live tree",Pita,51-60cm,162,30.8,208,30.628053,-83.685042,3,3391455,242634,17R,Foraging,unknown,90,,09:32
a8bffd37-f270-4e43-b127-414d25d94547,b6d9029f-48c8-4c49-8fcf-eb1d92460fcc,2025-06-09T13:23:38.000Z,2025-06-09T16:21:57.000Z,RCWO,RCWO,,gleaning/searching,alive,"upper bole (above first secondary limb)","1 live tree",Pipa,31-40cm,74,81,354,30.864902,-84.043821,4,3418372,782671,16R,Foraging,unknown,50,"Foraged on secondary after",09:22
8e846f4f-0494-49dc-b644-f157b6daa05a,16650dc3-10cf-4387-80bf-f95491dc68ab,2025-06-09T12:01:30.000Z,2025-06-09T16:21:52.000Z,RCWO,RCWO,,gleaning/searching,alive,"secondary limb","1 live tree",Pipa,41-50cm,27,56,196,30.867785,-84.009569,6,3418779,785939,16R,Foraging,unknown,85,,08:00
1e4c32ce-afab-4e3b-8160-97108d8c9ea8,16650dc3-10cf-4387-80bf-f95491dc68ab,2025-06-09T11:55:09.000Z,2025-06-09T16:21:50.000Z,RHWO,RHWO,,gleaning/searching,dead,"secondary limb","1 live tree",Pipa,61-70cm,25,25.6,63,30.868133,-84.00799,10,3418822,786089,16R,Foraging,unknown,55,,07:54
70826186-e18e-4910-86bb-0caa0cd6d036,ec09ce1b-f8cc-4cfa-a958-2457ed63cbb0,2025-06-09T15:11:28.000Z,2025-06-09T15:11:34.000Z,DOWO,DOWO,,gleaning/searching,dead,"secondary limb","1 live tree",Longleaf,41-50cm,50,37.6,94,30.835532,-84.017374,4,3415183,785288,16R,Foraging,unknown,75,"Unable to see sex because the bird and tree were backlit",11:09
9701981e-6509-4cdc-be9d-987301c52755,ec09ce1b-f8cc-4cfa-a958-2457ed63cbb0,2025-06-09T14:50:51.000Z,2025-06-09T14:50:57.000Z,RHWO,RHWO,,gleaning/searching,dead,ground,"8 well-decayed bole, ﹤3m",Pine,41-50cm,3,58,276,,,,,,,Foraging,unknown,100,"Foraging in road, potential hawking behavior afterwards?",10:48
ff7ce715-d518-4c34-98d6-4a7950c72ca8,ec09ce1b-f8cc-4cfa-a958-2457ed63cbb0,2025-06-09T14:34:30.000Z,2025-06-09T14:42:51.000Z,RHWO,RHWO,,gleaning/searching,alive,ground,"1 live tree",Longleaf,31-40cm,5,76,276,30.835075,-84.016114,4,3415135,785410,16R,Foraging,unknown,25,"Foraging in road, did it again about 4 or 5 minutes later",10:32
71ea06d3-a048-4351-a731-f98afb846880,b022cc30-e859-4104-8f40-6e90f09e850a,2025-06-09T12:25:53.000Z,2025-06-09T14:22:12.000Z,PIWO,PIWO,,drilling/probing,alive,"secondary limb","1 live tree",Loblolly,41-50cm,62,71.8,236,30.845222,-84.0203,23,3416250,784979,16R,Foraging,male,75,"Second PIWO nearby, possibly female",08:24
a642de77-f2cb-4c57-9cbd-e64c0457b564,b022cc30-e859-4104-8f40-6e90f09e850a,2025-06-09T12:17:14.000Z,2025-06-09T14:22:10.000Z,RCWO,RCWO,,drilling/probing,alive,"upper bole (above first secondary limb)","1 live tree",Longleaf,21-30cm,34,26.3,100,30.8455,-84.019781,4,3416282,785028,16R,Foraging,unknown,95,"Saw some flaking before this observation began",08:15
70ad07c2-a905-4103-aa8e-8ee4b02be554,ae5ff5ef-ab62-434a-b368-23998d2549b7,2025-06-06T14:59:46.000Z,2025-06-06T16:14:01.000Z,RHWO,RHWO,,flaking,alive,"lower bole (below first secondary limb)","1 live tree",Pipa,1-10cm,29,90,48,30.748317,-84.000608,3,3405554,787152,16R,Foraging,unknown,30,,10:59
ff58471e-b9a7-404a-a6a0-9e503be85d53,c8a7a019-cb90-4b01-9fa0-5428ad46ccac,2025-06-05T14:08:14.000Z,2025-06-05T21:10:27.000Z,RHWO,RHWO,,drilling/probing,dead,"secondary limb","4 loss of most tertiary limbs, secondary limbs present",Pine,41-50cm,67,66,314,30.652311,-84.236669,4,3394327,764806,16R,Foraging,unknown,60,,10:06
72792fe9-8b97-4cd1-adfd-bfacf5e1d783,557bd657-4686-48ae-b6c0-62116cec4902,2025-06-02T14:07:06.000Z,2025-06-05T14:05:53.000Z,RHWO,RHWO,,drilling/probing,alive,"secondary limb","1 live tree",Hardwood,21-30cm,52,46.7,199,30.663418,-84.246751,3,3395535,763809,16R,Foraging,unknown,60,,10:05
2cb1cf28-1c42-457c-bc43-1b64796a0104,af098d7b-a43b-45fd-82a4-622837280702,2025-05-30T13:55:40.000Z,2025-05-30T17:35:26.000Z,RHWO,RHWO,,drilling/probing,alive,"upper bole (above first secondary limb)","1 live tree",Loblolly,51-60cm,11,11.61,247,30.637942,-83.691237,3,3392566,242066,17R,Foraging,unknown,75,"One other RHWO on tree drumming",09:53
04dfe618-e27f-44c6-9603-2de6933d125c,0bfce84f-51be-4587-9894-3fc757e7dee2,2025-05-23T13:10:10.000Z,2025-05-23T18:10:10.000Z,RBWO,RBWO,,"Other (includes not foraging)",alive,"upper bole (above first secondary limb)","1 live tree",Longleaf,41-50cm,1,25,256,30.770274,-84.015969,4,3407950,785616,16R,"Fighting different species (specify in comments)",unknown,50,"RBWO chased off a male PIWO from the tree, not a long fight. PIWO foraged nearby. After more investigation, it looks like the RBWO may have a nest in the tree it chased the PIWO away from. Two RBWO were seen nearby and on this tree.",09:08
354ae5b2-22a9-4da8-ae93-9bcb8f85a30c,0bfce84f-51be-4587-9894-3fc757e7dee2,2025-05-23T13:07:57.000Z,2025-05-23T18:10:09.000Z,RBWO,RBWO,,gleaning/searching,dead,"tertiary limb","1 live tree",Longleaf,21-30cm,41,25,231,30.770263,-84.015961,3,3407948,785617,16R,Foraging,unknown,80,"Jumping around between tert branches, probing inside the broken off ends",09:05
518b0fb6-d799-41bd-941e-30d249f6af42,0bfce84f-51be-4587-9894-3fc757e7dee2,2025-05-23T13:04:44.000Z,2025-05-23T18:10:07.000Z,PIWO,PIWO,,drilling/probing,alive,"upper bole (above first secondary limb)","1 live tree",Longleaf,31-40cm,12,27.1,218,30.770273,-84.016005,3,3407949,785612,16R,Foraging,male,50,"Flew to nearby tree and foraged for a little longer",09:02
